"FECHA VENTA","ANIO VENTA","MES VENTA","DIA VENTA","CODIGO MUNICIPIO_DANE","DEPARTAMENTO INSTALACION","MUNICIPIO INSTALACION","LATITUD","LONGITUD","TIPO AGENTE","TIPO DE COMBUSTIBLE","EDS ACTIVAS","NUMERO DE VENTAS","VEHICULOS ATENDIDOS","CANTIDAD VOLUMEN SUMINISTRADO"
"2023 Sep 08 12:00:00 AM","2,023","9","8","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","229","176","2,727.89"
"2023 Sep 13 12:00:00 AM","2,023","9","13","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","202","155","1,749.66"
"2023 Sep 12 12:00:00 AM","2,023","9","12","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","188","154","2,296.39"
"2023 Sep 13 12:00:00 AM","2,023","9","13","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","193","149","2,508.82"
"2023 Sep 11 12:00:00 AM","2,023","9","11","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","206","158","2,596.64"
"2023 Sep 12 12:00:00 AM","2,023","9","12","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","444","317","3.779"
"2023 Sep 06 12:00:00 AM","2,023","9","6","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","191","148","3,304.02"
"2023 Sep 07 12:00:00 AM","2,023","9","7","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","150","119","2,138.34"
"2023 Sep 05 12:00:00 AM","2,023","9","5","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","180","140","1,995.93"
"2023 Sep 10 12:00:00 AM","2,023","9","10","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","155","111","1,941.73"
"2023 Sep 13 12:00:00 AM","2,023","9","13","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","416","311","4,592.79"
"2023 Sep 09 12:00:00 AM","2,023","9","9","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","207","157","2,751.45"
"2023 Sep 17 12:00:00 AM","2,023","9","17","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","346","254","3,518.98"
"2023 Sep 17 12:00:00 AM","2,023","9","17","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","184","123","1,621.76"
"2023 Sep 15 12:00:00 AM","2,023","9","15","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","463","322","4,001.05"
"2023 Sep 16 12:00:00 AM","2,023","9","16","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","447","316","4,775.91"
"2023 Sep 15 12:00:00 AM","2,023","9","15","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","471","335","5,308.83"
"2023 Sep 15 12:00:00 AM","2,023","9","15","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","215","167","2,292.34"
"2023 Sep 14 12:00:00 AM","2,023","9","14","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","204","140","1,781.99"
"2023 Sep 13 12:00:00 AM","2,023","9","13","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","1","405","274","3,305.39"
"2023 Sep 16 12:00:00 AM","2,023","9","16","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","225","164","2,646.79"
"2023 Sep 14 12:00:00 AM","2,023","9","14","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","184","148","2,420.14"
"2023 Sep 14 12:00:00 AM","2,023","9","14","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","424","304","4,254.08"
"2023 Sep 16 12:00:00 AM","2,023","9","16","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","442","310","3,867.38"
"2023 Sep 15 12:00:00 AM","2,023","9","15","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","241","177","2,340.41"
"2023 Sep 14 12:00:00 AM","2,023","9","14","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","1","415","276","3,285.63"
"2023 Sep 17 12:00:00 AM","2,023","9","17","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","180","131","2,185.58"
"2023 Sep 16 12:00:00 AM","2,023","9","16","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","148","111","1,332.85"
"2023 Sep 18 12:00:00 AM","2,023","9","18","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","207","152","2,104.57"
"2023 Sep 19 12:00:00 AM","2,023","9","19","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","412","299","4,491.86"
"2023 Sep 19 12:00:00 AM","2,023","9","19","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","215","163","1,995.76"
"2023 Sep 18 12:00:00 AM","2,023","9","18","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","364","280","3,303.41"
"2023 Sep 19 12:00:00 AM","2,023","9","19","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","375","276","3,267.43"
"2023 Sep 18 12:00:00 AM","2,023","9","18","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","377","285","4,472.32"
"2023 Sep 18 12:00:00 AM","2,023","9","18","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","198","153","1,920.5"
"2023 Sep 19 12:00:00 AM","2,023","9","19","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","208","162","2,907.77"
"2023 Sep 17 12:00:00 AM","2,023","9","17","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","372","263","2,963.06"
"2023 Sep 11 12:00:00 AM","2,023","9","11","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","199","145","1,695.21"
"2023 Sep 06 12:00:00 AM","2,023","9","6","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","391","287","4,359.29"
"2023 Sep 04 12:00:00 AM","2,023","9","4","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","391","285","4,292.23"
"2023 Sep 01 12:00:00 AM","2,023","9","1","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","446","311","3,698.04"
"2023 Sep 11 12:00:00 AM","2,023","9","11","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","412","300","4,267.64"
"2023 Sep 07 12:00:00 AM","2,023","9","7","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","418","299","4,572.86"
"2023 Sep 06 12:00:00 AM","2,023","9","6","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","371","261","3,109.79"
"2023 Sep 08 12:00:00 AM","2,023","9","8","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","450","317","4,987.96"
"2023 Sep 09 12:00:00 AM","2,023","9","9","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","380","269","3,138.57"
"2023 Sep 11 12:00:00 AM","2,023","9","11","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","363","283","3,107.54"
"2023 Sep 08 12:00:00 AM","2,023","9","8","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","175","142","1,438.18"
"2023 Sep 07 12:00:00 AM","2,023","9","7","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","367","270","3,166.63"
"2023 Sep 01 12:00:00 AM","2,023","9","1","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","1","1","7.47"
"2023 Sep 04 12:00:00 AM","2,023","9","4","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","342","261","3,058.52"
"2023 Sep 03 12:00:00 AM","2,023","9","3","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","358","248","2,854.44"
"2023 Sep 02 12:00:00 AM","2,023","9","2","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","228","174","2,607.88"
"2023 Sep 03 12:00:00 AM","2,023","9","3","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","169","117","1,712.79"
"2023 Sep 12 12:00:00 AM","2,023","9","12","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","389","282","4,492.85"
"2023 Sep 04 12:00:00 AM","2,023","9","4","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","203","154","2,431.19"
"2023 Sep 01 12:00:00 AM","2,023","9","1","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","223","171","2,348.2"
"2023 Sep 09 12:00:00 AM","2,023","9","9","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","439","316","4,557.1"
"2023 Sep 05 12:00:00 AM","2,023","9","5","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","346","254","3,091.67"
"2023 Sep 12 12:00:00 AM","2,023","9","12","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","228","164","2,107.31"
"2023 Sep 03 12:00:00 AM","2,023","9","3","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","347","258","3,488.7"
"2023 Sep 02 12:00:00 AM","2,023","9","2","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","403","293","3,348.18"
"2023 Sep 10 12:00:00 AM","2,023","9","10","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","219","148","1,857.7"
"2023 Sep 09 12:00:00 AM","2,023","9","9","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","229","151","1,811.41"
"2023 Sep 10 12:00:00 AM","2,023","9","10","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","330","241","2,670.73"
"2023 Sep 05 12:00:00 AM","2,023","9","5","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","408","301","4,468.74"
"2023 Sep 10 12:00:00 AM","2,023","9","10","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","325","247","3,433.97"
"2023 Sep 08 12:00:00 AM","2,023","9","8","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","397","293","3,575.27"
"2023 Sep 02 12:00:00 AM","2,023","9","2","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","460","335","5,096.17"
"2023 Sep 01 12:00:00 AM","2,023","9","1","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","452","331","4,886.14"
"2023 Aug 08 12:00:00 AM","2,023","8","8","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","239","174","2,814.89"
"2023 Aug 14 12:00:00 AM","2,023","8","14","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","195","150","2,125.08"
"2023 Aug 30 12:00:00 AM","2,023","8","30","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","204","158","2,272.01"
"2023 Aug 23 12:00:00 AM","2,023","8","23","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","423","319","4,768.86"
"2023 Aug 02 12:00:00 AM","2,023","8","2","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","234","169","2,369.93"
"2023 Aug 14 12:00:00 AM","2,023","8","14","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","398","297","4,613.78"
"2023 Aug 06 12:00:00 AM","2,023","8","6","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","171","129","1,727.21"
"2023 Aug 03 12:00:00 AM","2,023","8","3","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","191","153","2,187.62"
"2023 Aug 14 12:00:00 AM","2,023","8","14","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","358","274","3,147.94"
"2023 Aug 22 12:00:00 AM","2,023","8","22","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","203","155","2,082.28"
"2023 Aug 13 12:00:00 AM","2,023","8","13","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","360","243","2,883.3"
"2023 Aug 05 12:00:00 AM","2,023","8","5","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","227","169","2,813.24"
"2023 Aug 26 12:00:00 AM","2,023","8","26","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","215","159","2,798.09"
"2023 Aug 25 12:00:00 AM","2,023","8","25","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","247","177","2,214.01"
"2023 Aug 08 12:00:00 AM","2,023","8","8","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","346","247","2,857.85"
"2023 Aug 20 12:00:00 AM","2,023","8","20","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","210","138","1,825.36"
"2023 Aug 20 12:00:00 AM","2,023","8","20","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","169","127","1,486.4"
"2023 Aug 21 12:00:00 AM","2,023","8","21","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","208","148","1,666.23"
"2023 Aug 03 12:00:00 AM","2,023","8","3","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","381","273","3,336.63"
"2023 Aug 03 12:00:00 AM","2,023","8","3","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","235","170","2,057.04"
"2023 Aug 19 12:00:00 AM","2,023","8","19","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","269","173","2,308.86"
"2023 Aug 06 12:00:00 AM","2,023","8","6","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","1","335","228","2,487.36"
"2023 Aug 15 12:00:00 AM","2,023","8","15","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","239","167","2,138.55"
"2023 Aug 16 12:00:00 AM","2,023","8","16","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","224","158","2,014.55"
"2023 Aug 25 12:00:00 AM","2,023","8","25","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","448","318","5,263.44"
"2023 Aug 19 12:00:00 AM","2,023","8","19","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","438","319","3,811.65"
"2023 Aug 31 12:00:00 AM","2,023","8","31","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","415","310","4,822.52"
"2023 Aug 21 12:00:00 AM","2,023","8","21","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","350","282","3,487.43"
"2023 Aug 22 12:00:00 AM","2,023","8","22","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","460","322","5,267.55"
"2023 Aug 23 12:00:00 AM","2,023","8","23","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","211","148","1,826.13"
"2023 Aug 04 12:00:00 AM","2,023","8","4","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","228","164","2,763.21"
"2023 Aug 01 12:00:00 AM","2,023","8","1","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","210","165","2,433.12"
"2023 Aug 01 12:00:00 AM","2,023","8","1","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","414","286","4,468.94"
"2023 Aug 17 12:00:00 AM","2,023","8","17","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","199","154","2,359.87"
"2023 Aug 09 12:00:00 AM","2,023","8","9","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","223","190","2,608.61"
"2023 Aug 29 12:00:00 AM","2,023","8","29","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","174","140","2,237.55"
"2023 Aug 10 12:00:00 AM","2,023","8","10","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","209","153","2,233.34"
"2023 Aug 11 12:00:00 AM","2,023","8","11","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","202","154","2,838.68"
"2023 Aug 23 12:00:00 AM","2,023","8","23","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","357","271","3,262.66"
"2023 Aug 15 12:00:00 AM","2,023","8","15","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","177","145","2,223.73"
"2023 Aug 07 12:00:00 AM","2,023","8","7","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","170","127","1,605.34"
"2023 Aug 09 12:00:00 AM","2,023","8","9","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","206","149","1,864.72"
"2023 Aug 09 12:00:00 AM","2,023","8","9","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","188","132","1,932.38"
"2023 Aug 30 12:00:00 AM","2,023","8","30","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","209","152","1,792.78"
"2023 Aug 31 12:00:00 AM","2,023","8","31","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","201","147","1,795.57"
"2023 Aug 05 12:00:00 AM","2,023","8","5","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","1","379","265","3,089.48"
"2023 Aug 11 12:00:00 AM","2,023","8","11","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","465","334","5,187.58"
"2023 Aug 26 12:00:00 AM","2,023","8","26","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","370","264","2,983.74"
"2023 Aug 02 12:00:00 AM","2,023","8","2","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","350","254","3,130.36"
"2023 Aug 24 12:00:00 AM","2,023","8","24","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","244","173","2,159.11"
"2023 Aug 11 12:00:00 AM","2,023","8","11","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","219","151","1,984.01"
"2023 Aug 28 12:00:00 AM","2,023","8","28","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","226","169","2,087.98"
"2023 Aug 26 12:00:00 AM","2,023","8","26","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","425","303","4,712.96"
"2023 Aug 30 12:00:00 AM","2,023","8","30","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","388","297","4,173.74"
"2023 Aug 07 12:00:00 AM","2,023","8","7","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","1","293","207","2,525.11"
"2023 Aug 04 12:00:00 AM","2,023","8","4","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","387","272","3,287.4"
"2023 Aug 25 12:00:00 AM","2,023","8","25","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","233","179","2,490.65"
"2023 Aug 08 12:00:00 AM","2,023","8","8","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","439","321","4,974.67"
"2023 Aug 13 12:00:00 AM","2,023","8","13","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","154","115","1,790.67"
"2023 Aug 28 12:00:00 AM","2,023","8","28","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","412","298","4,660.9"
"2023 Aug 26 12:00:00 AM","2,023","8","26","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","240","156","2,057.8"
"2023 Aug 10 12:00:00 AM","2,023","8","10","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","409","298","4,746.88"
"2023 Aug 29 12:00:00 AM","2,023","8","29","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","208","149","1,830.81"
"2023 Aug 24 12:00:00 AM","2,023","8","24","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","187","146","2,278.13"
"2023 Aug 12 12:00:00 AM","2,023","8","12","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","232","151","1,805.43"
"2023 Aug 29 12:00:00 AM","2,023","8","29","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","348","254","2,843.24"
"2023 Aug 07 12:00:00 AM","2,023","8","7","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","220","159","2,491.52"
"2023 Aug 27 12:00:00 AM","2,023","8","27","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","327","229","2,750.85"
