"FECHA VENTA","ANIO VENTA","MES VENTA","DIA VENTA","CODIGO MUNICIPIO_DANE","DEPARTAMENTO INSTALACION","MUNICIPIO INSTALACION","LATITUD","LONGITUD","TIPO AGENTE","TIPO DE COMBUSTIBLE","EDS ACTIVAS","NUMERO DE VENTAS","VEHICULOS ATENDIDOS","CANTIDAD VOLUMEN SUMINISTRADO"
"2022 Sep 10 12:00:00 AM","2,022","9","10","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","285","179","2,390.88"
"2022 Sep 03 12:00:00 AM","2,022","9","3","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","684","436","5,606.3"
"2022 Sep 08 12:00:00 AM","2,022","9","8","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","221","166","1,938.85"
"2022 Sep 15 12:00:00 AM","2,022","9","15","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","227","162","1,910.44"
"2022 Sep 25 12:00:00 AM","2,022","9","25","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","173","136","4,750.99"
"2022 Sep 05 12:00:00 AM","2,022","9","5","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","663","438","5,596.67"
"2022 Sep 03 12:00:00 AM","2,022","9","3","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","272","177","2,248.21"
"2022 Sep 28 12:00:00 AM","2,022","9","28","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","624","412","5,096.08"
"2022 Sep 25 12:00:00 AM","2,022","9","25","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","561","359","4,247.5"
"2022 Sep 26 12:00:00 AM","2,022","9","26","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","235","176","2,059.06"
"2022 Sep 03 12:00:00 AM","2,022","9","3","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","319","293","3,208.33"
"2022 Sep 06 12:00:00 AM","2,022","9","6","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","246","193","8,543.68"
"2022 Sep 12 12:00:00 AM","2,022","9","12","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","276","259","2,771.13"
"2022 Sep 08 12:00:00 AM","2,022","9","8","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","248","195","9,332.7"
"2022 Sep 14 12:00:00 AM","2,022","9","14","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","238","169","2,145.68"
"2022 Sep 28 12:00:00 AM","2,022","9","28","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","233","190","8,630.3"
"2022 Sep 14 12:00:00 AM","2,022","9","14","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","612","396","4,969.14"
"2022 Sep 01 12:00:00 AM","2,022","9","1","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","245","171","2,197.99"
"2022 Sep 14 12:00:00 AM","2,022","9","14","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","249","198","9,469.21"
"2022 Sep 30 12:00:00 AM","2,022","9","30","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","335","301","3,628.47"
"2022 Sep 10 12:00:00 AM","2,022","9","10","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","232","178","8,074.47"
"2022 Sep 18 12:00:00 AM","2,022","9","18","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","584","349","4,519.54"
"2022 Sep 29 12:00:00 AM","2,022","9","29","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","656","433","5.128"
"2022 Sep 02 12:00:00 AM","2,022","9","2","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","313","282","3,316.77"
"2022 Sep 21 12:00:00 AM","2,022","9","21","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","282","259","2,991.92"
"2022 Sep 22 12:00:00 AM","2,022","9","22","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","222","173","7,721.44"
"2022 Sep 15 12:00:00 AM","2,022","9","15","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","277","256","2,634.98"
"2022 Sep 24 12:00:00 AM","2,022","9","24","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","310","275","3,072.37"
"2022 Sep 16 12:00:00 AM","2,022","9","16","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","252","201","9,944.3"
"2022 Sep 04 12:00:00 AM","2,022","9","4","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","169","129","2,363.22"
"2022 Sep 04 12:00:00 AM","2,022","9","4","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","250","232","2,594.89"
"2022 Sep 08 12:00:00 AM","2,022","9","8","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","641","424","5,201.86"
"2022 Sep 21 12:00:00 AM","2,022","9","21","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","635","413","5,098.78"
"2022 Sep 21 12:00:00 AM","2,022","9","21","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","251","181","2,155.68"
"2022 Sep 20 12:00:00 AM","2,022","9","20","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","640","412","5,007.72"
"2022 Sep 17 12:00:00 AM","2,022","9","17","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","263","238","2,488.1"
"2022 Sep 17 12:00:00 AM","2,022","9","17","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","226","176","6,543.3"
"2022 Sep 12 12:00:00 AM","2,022","9","12","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","667","428","5,662.27"
"2022 Sep 18 12:00:00 AM","2,022","9","18","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","237","224","2,308.92"
"2022 Sep 06 12:00:00 AM","2,022","9","6","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","627","414","4,993.35"
"2022 Sep 11 12:00:00 AM","2,022","9","11","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","172","133","3,988.69"
"2022 Sep 07 12:00:00 AM","2,022","9","7","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","230","188","7,873.72"
"2022 Sep 10 12:00:00 AM","2,022","9","10","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","702","441","5,583.17"
"2022 Sep 28 12:00:00 AM","2,022","9","28","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","240","176","2,109.9"
"2022 Sep 29 12:00:00 AM","2,022","9","29","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","259","180","2,513.53"
"2022 Sep 07 12:00:00 AM","2,022","9","7","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","640","413","5,135.77"
"2022 Sep 03 12:00:00 AM","2,022","9","3","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","217","167","6,972.91"
"2022 Sep 19 12:00:00 AM","2,022","9","19","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","231","183","8,853.71"
"2022 Sep 02 12:00:00 AM","2,022","9","2","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","648","422","5,362.21"
"2022 Sep 09 12:00:00 AM","2,022","9","9","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","262","199","8,895.1"
"2022 Sep 01 12:00:00 AM","2,022","9","1","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","211","167","8,942.25"
"2022 Sep 20 12:00:00 AM","2,022","9","20","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","238","197","9,736.06"
"2022 Sep 26 12:00:00 AM","2,022","9","26","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","222","183","9,111.48"
"2022 Sep 13 12:00:00 AM","2,022","9","13","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","288","264","2,876.51"
"2022 Sep 23 12:00:00 AM","2,022","9","23","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","666","432","5,525.4"
"2022 Sep 15 12:00:00 AM","2,022","9","15","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","270","221","10,310.03"
"2022 Sep 18 12:00:00 AM","2,022","9","18","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","175","136","5,512.02"
"2022 Sep 09 12:00:00 AM","2,022","9","9","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","281","254","2,828.54"
"2022 Sep 11 12:00:00 AM","2,022","9","11","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","593","367","4,475.58"
"2022 Sep 02 12:00:00 AM","2,022","9","2","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","263","191","2,200.63"
"2022 Sep 12 12:00:00 AM","2,022","9","12","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","254","166","2,055.73"
"2022 Sep 17 12:00:00 AM","2,022","9","17","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","294","190","2,461.6"
"2022 Sep 01 12:00:00 AM","2,022","9","1","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","649","402","5,238.53"
"2022 Sep 30 12:00:00 AM","2,022","9","30","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","207","157","7,096.93"
"2022 Aug 01 12:00:00 AM","2,022","8","1","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","251","226","2,585.32"
"2022 Aug 24 12:00:00 AM","2,022","8","24","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","223","174","7,247.36"
"2022 Aug 20 12:00:00 AM","2,022","8","20","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","698","442","5,585.73"
"2022 Aug 06 12:00:00 AM","2,022","8","6","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","295","190","2,455.03"
"2022 Aug 24 12:00:00 AM","2,022","8","24","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","265","201","2,262.64"
"2022 Aug 18 12:00:00 AM","2,022","8","18","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","237","193","9,371.81"
"2022 Aug 13 12:00:00 AM","2,022","8","13","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","733","444","5,843.21"
"2022 Aug 06 12:00:00 AM","2,022","8","6","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","659","406","5,263.58"
"2022 Aug 17 12:00:00 AM","2,022","8","17","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","251","221","2,593.59"
"2022 Aug 03 12:00:00 AM","2,022","8","3","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","629","415","5,236.49"
"2022 Aug 16 12:00:00 AM","2,022","8","16","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","221","176","7,045.23"
"2022 Aug 14 12:00:00 AM","2,022","8","14","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","277","253","2,850.12"
"2022 Aug 23 12:00:00 AM","2,022","8","23","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","269","192","2,306.13"
"2022 Aug 08 12:00:00 AM","2,022","8","8","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","627","406","5,152.12"
"2022 Aug 17 12:00:00 AM","2,022","8","17","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","273","192","2,437.34"
"2022 Aug 23 12:00:00 AM","2,022","8","23","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","206","170","9,259.34"
"2022 Aug 21 12:00:00 AM","2,022","8","21","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","226","198","2,275.54"
"2022 Aug 09 12:00:00 AM","2,022","8","9","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","640","419","5,464.59"
"2022 Aug 24 12:00:00 AM","2,022","8","24","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","646","420","5,495.48"
"2022 Aug 09 12:00:00 AM","2,022","8","9","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","259","192","2,441.89"
"2022 Aug 25 12:00:00 AM","2,022","8","25","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","240","179","2,119.13"
"2022 Aug 15 12:00:00 AM","2,022","8","15","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","210","156","1,792.77"
"2022 Aug 08 12:00:00 AM","2,022","8","8","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","259","227","2,660.69"
"2022 Aug 27 12:00:00 AM","2,022","8","27","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","296","264","3,142.52"
"2022 Aug 28 12:00:00 AM","2,022","8","28","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","567","362","4,464.94"
"2022 Aug 20 12:00:00 AM","2,022","8","20","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","281","184","2,364.2"
"2022 Aug 07 12:00:00 AM","2,022","8","7","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","572","353","4,273.6"
"2022 Aug 16 12:00:00 AM","2,022","8","16","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","268","238","2,899.95"
"2022 Aug 30 12:00:00 AM","2,022","8","30","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","230","190","8,733.65"
"2022 Aug 24 12:00:00 AM","2,022","8","24","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","268","234","2,737.28"
"2022 Aug 21 12:00:00 AM","2,022","8","21","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","172","135","4,609.35"
"2022 Aug 04 12:00:00 AM","2,022","8","4","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","228","169","1,955.93"
"2022 Aug 10 12:00:00 AM","2,022","8","10","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","249","188","2,299.85"
"2022 Aug 11 12:00:00 AM","2,022","8","11","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","215","174","8,188.59"
"2022 Aug 10 12:00:00 AM","2,022","8","10","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","644","407","5,173.41"
"2022 Aug 16 12:00:00 AM","2,022","8","16","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","277","206","2,526.05"
"2022 Aug 27 12:00:00 AM","2,022","8","27","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","268","175","2,199.35"
"2022 Aug 26 12:00:00 AM","2,022","8","26","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","252","190","2,264.46"
"2022 Aug 08 12:00:00 AM","2,022","8","8","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","239","181","2,165.08"
"2022 Aug 02 12:00:00 AM","2,022","8","2","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","242","188","8.451"
"2022 Aug 08 12:00:00 AM","2,022","8","8","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","199","161","6,587.04"
"2022 Aug 04 12:00:00 AM","2,022","8","4","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","626","405","5,199.9"
"2022 Aug 17 12:00:00 AM","2,022","8","17","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","231","168","7,870.27"
"2022 Aug 31 12:00:00 AM","2,022","8","31","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","255","227","2,741.05"
"2022 Aug 02 12:00:00 AM","2,022","8","2","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","283","250","2,794.31"
"2022 Aug 22 12:00:00 AM","2,022","8","22","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","242","194","8,248.46"
"2022 Aug 19 12:00:00 AM","2,022","8","19","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","327","283","3,407.01"
"2022 Aug 04 12:00:00 AM","2,022","8","4","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","239","193","8,407.19"
"2022 Aug 05 12:00:00 AM","2,022","8","5","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","283","195","2,477.58"
"2022 Aug 01 12:00:00 AM","2,022","8","1","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","629","427","5,129.83"
"2022 Aug 23 12:00:00 AM","2,022","8","23","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","275","237","3,005.73"
"2022 Aug 14 12:00:00 AM","2,022","8","14","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","228","145","1,889.32"
"2022 Aug 29 12:00:00 AM","2,022","8","29","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","238","191","9,721.2"
"2022 Aug 19 12:00:00 AM","2,022","8","19","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","277","198","2,379.83"
"2022 Aug 11 12:00:00 AM","2,022","8","11","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","634","416","5,156.02"
"2022 Aug 07 12:00:00 AM","2,022","8","7","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","188","136","2,898.08"
"2022 Aug 14 12:00:00 AM","2,022","8","14","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","635","384","4,831.46"
"2022 Aug 15 12:00:00 AM","2,022","8","15","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","607","427","5,098.59"
"2022 Aug 27 12:00:00 AM","2,022","8","27","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","650","399","5,137.56"
"2022 Aug 03 12:00:00 AM","2,022","8","3","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","236","171","2,137.83"
"2022 Aug 18 12:00:00 AM","2,022","8","18","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","667","445","5,630.19"
"2022 Aug 25 12:00:00 AM","2,022","8","25","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","626","398","4,968.21"
"2022 Aug 21 12:00:00 AM","2,022","8","21","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","197","147","1,665.86"
"2022 Aug 07 12:00:00 AM","2,022","8","7","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","237","211","2,304.63"
"2022 Aug 19 12:00:00 AM","2,022","8","19","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","249","192","6,731.66"
"2022 Aug 17 12:00:00 AM","2,022","8","17","15,151","BOYACA","CHIQUINQUIRA","56,224,880,219","-738,042,449,951","ESTACION DE SERVICIO DE GNCV","GNV","2","609","412","5,032.74"
"2022 Aug 09 12:00:00 AM","2,022","8","9","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","249","190","9,037.52"
"2022 Aug 06 12:00:00 AM","2,022","8","6","15,150","BOYACA","TUNJA","55,184,726,715","-733,780,212,402","ESTACION DE SERVICIO DE GNCV","GNV","2","336","297","3,503.69"
"2022 Aug 13 12:00:00 AM","2,022","8","13","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","310","206","3,071.76"
"2022 Aug 14 12:00:00 AM","2,022","8","14","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","177","129","3,833.11"
"2022 Aug 03 12:00:00 AM","2,022","8","3","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","222","178","7,672.47"
"2022 Aug 01 12:00:00 AM","2,022","8","1","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","260","199","2,450.91"
"2022 Aug 28 12:00:00 AM","2,022","8","28","15,157","BOYACA","SOGAMOSO","56,466,722,488","-728,709,564,209","ESTACION DE SERVICIO DE GNCV","GNV","1","229","154","1,849.38"
"2022 Aug 26 12:00:00 AM","2,022","8","26","15,152","BOYACA","DUITAMA","58,906,025,887","-730,670,928,955","ESTACION DE SERVICIO DE GNCV","GNV","2","232","179","9,194.65"
